protein_accession,protein_description,wt1,wt2,wt3,kog1,kog2,kog3
8514_K1C10_HUMAN,Keratin_ type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6,17.343333333333334,24.820633333333333,16.771833333333333,21.023799999999998,4.353,22.691033333333333
7617_HNRDL_HUMAN,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3,1.6259000000000001,1.1195333333333335,5.320566666666666,4.0314,7.9518,7.9518
4059_CTNA1_HUMAN,Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1,21.4717,13.0615,10.803366666666665,24.7972,6.1462,13.344433333333333
3181_CKAP5_HUMAN,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3,28.979866666666666,16.4795,23.210966666666664,15.4977,34.0527,20.5089
10566_MPPB_HUMAN,Mitochondrial-processing peptidase subunit beta OS=Homo sapiens GN=PMPCB PE=1 SV=2,4.0139,4.126133333333334,3.3228,4.773833333333333,3.2392666666666665,4.1728
12744_PDC6I_HUMAN,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1,15.287233333333333,15.849933333333334,16.865066666666667,42.04773333333333,18.869366666666668,40.772133333333336
6185_FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,102.59223333333334,94.80326666666667,79.26686666666667,176.48613333333333,209.03386666666665,160.9437333333333
18382_TXD17_HUMAN,Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1,1.7145666666666666,0.6557666666666667,1.6096333333333332,1.7433333333333334,3.7991333333333333,2.7592333333333334
562_AGK_HUMAN,Acylglycerol kinase_ mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2,1.24,0.9596333333333333,1.7674666666666667,4.014799999999999,2.3679666666666668,2.4532666666666665
7959_IF4A2_HUMAN,Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2,2.5728666666666666,2.3101333333333334,3.110233333333333,3.7607666666666666,12.7653,6.448966666666667
18456_U520_HUMAN,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,37.31393333333333,42.22506666666666,43.89586666666666,81.61183333333334,39.09373333333333,77.8423
10013_MARE1_HUMAN,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3,5.995,6.595433333333333,5.858433333333333,4.308966666666667,2.6849333333333334,5.609666666666667
10556_MPP10_HUMAN,U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens GN=MPHOSPH10 PE=1 SV=2,1.4523000000000001,1.6308333333333334,1.9421666666666666,2.9532000000000003,16.576933333333333,2.7656
11395_NOC4L_HUMAN,Nucleolar complex protein 4 homolog OS=Homo sapiens GN=NOC4L PE=1 SV=1,1.3351333333333333,1.5826333333333333,1.9172,2.1333333333333333,13.866033333333334,1.7490333333333334
11378_NMT1_HUMAN,Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens GN=NMT1 PE=1 SV=2,9.021766666666668,10.574466666666666,7.4786,4.657766666666666,3.1615,4.861166666666667
4742_DNPEP_HUMAN,Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1,1.6231666666666669,1.8157,1.4551,1.4769,15.434099999999999,2.2953333333333337
7970_IF5A2_HUMAN,Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3,0.4871333333333333,0.35436666666666666,0.6307333333333334,0.42160000000000003,17.009366666666665,0.6626666666666666
18251_TSR1_HUMAN,Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens GN=TSR1 PE=1 SV=1,10.553766666666668,6.5552,11.1714,7.175633333333333,31.463866666666668,12.394
7628_HNRPL_HUMAN,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2,19.775,37.31393333333333,27.9984,40.163866666666664,5.618966666666666,24.502433333333332
18064_TRI25_HUMAN,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2,14.267633333333334,4.5374,4.0009,3.7706,13.633433333333333,6.0947
14002_RAB10_HUMAN,Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1,2.9595666666666665,3.8600666666666665,2.599466666666667,3.0330333333333335,2.4365,4.394266666666667
18625_UCRIL_HUMAN,Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens GN=UQCRFS1P1 PE=5 SV=1,2.0557,2.2413333333333334,2.0523333333333333,0.4588333333333333,1.4572333333333334,0.09306666666666666
3596_COPG2_HUMAN,Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1,3.5036,20.222966666666665,3.0455666666666668,8.765333333333333,5.2194,4.035933333333333
4217_CYBP_HUMAN,Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2,4.628066666666666,7.493266666666666,7.351633333333333,9.862166666666667,4.0207,8.2498
15022_RTCB_HUMAN,tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=RTCB PE=1 SV=1,4.825666666666667,4.974033333333333,5.314966666666667,21.982066666666668,5.347733333333333,21.4598
13958_QCR7_HUMAN,Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2,0.5962333333333333,1.7849333333333335,0.6809666666666667,1.0199,3.4047666666666667,0.43896666666666667
10118_MCM3_HUMAN,DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3,16.606466666666666,9.663133333333333,14.230266666666665,18.8974,7.5168333333333335,17.4841
17365_TFR1_HUMAN,Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2,11.829533333333334,8.412866666666666,13.266966666666667,18.0681,22.691033333333333,13.532433333333334
3159_CK068_HUMAN,UPF0696 protein C11orf68 OS=Homo sapiens GN=C11orf68 PE=1 SV=2,0.4801333333333333,0.37303333333333333,0.2946666666666667,0.7334,2.3837666666666664,2.3102
13956_QCR2_HUMAN,Cytochrome b-c1 complex subunit 2_ mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3,6.595433333333333,8.5822,13.7119,9.766333333333334,18.8974,7.1066666666666665
14836_RPAB3_HUMAN,DNA-directed RNA polymerases I_ II_ and III subunit RPABC3 OS=Homo sapiens GN=POLR2H PE=1 SV=4,0.7246666666666666,2.6264,1.0255666666666667,1.0826333333333333,0.5779000000000001,1.2366333333333333
13579_PRDX6_HUMAN,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,8.820266666666667,6.907299999999999,7.657733333333334,10.709100000000001,5.4445,13.013166666666667
12571_PARK7_HUMAN,Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2,3.184266666666667,3.5804333333333336,5.669733333333333,4.265666666666667,8.7978999999999985,7.4682
408_ACTN4_HUMAN,Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,55.94733333333333,59.54083333333334,62.73283333333333,115.58843333333333,128.33806666666666,71.28906666666667
3401_CND1_HUMAN,Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3,5.375533333333333,6.020133333333333,3.9329,9.707933333333333,21.4598,5.914833333333333
17898_TOM70_HUMAN,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70A PE=1 SV=1,4.4028,7.5727,6.585699999999999,7.3072333333333335,4.2057,8.4774
13895_PUR2_HUMAN,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1,26.70726666666667,20.033733333333334,23.017,33.58076666666667,50.2137,31.616866666666667
5433_ERP29_HUMAN,Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4,8.439333333333334,5.072666666666667,8.687166666666666,8.147466666666666,4.3627666666666665,6.4
6869_GNA13_HUMAN,Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2,2.095666666666667,1.2012333333333334,1.4428,2.105566666666667,1.6127666666666667,2.0159333333333334
16794_SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5,36.515699999999995,32.554500000000004,37.31393333333333,34.44423333333333,47.976333333333336,30.54136666666667
1409_ATX2L_HUMAN,Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2,11.203766666666667,11.055333333333333,9.021766666666668,5.3751,7.3072333333333335,5.967033333333333
9123_KS6A1_HUMAN,Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens GN=RPS6KA1 PE=1 SV=2,3.777,3.290566666666667,2.705366666666667,16.781466666666667,7.5949333333333335,2.678366666666667
14799_ROA1_HUMAN,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5,13.639033333333334,29.684833333333334,21.7595,22.691033333333333,43.329633333333334,35.776066666666665
12907_PGAM5_HUMAN,Serine/threonine-protein phosphatase PGAM5_ mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2,3.3857,2.3528000000000002,3.274433333333333,2.3679666666666668,1.4429666666666667,1.7173
8566_KAD3_HUMAN,GTP:AMP phosphotransferase AK3_ mitochondrial OS=Homo sapiens GN=AK3 PE=1 SV=4,0.8691,0.7821666666666667,1.0118,0.9960666666666667,4.537166666666667,1.6446333333333334
1149_ARPC5_HUMAN,Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 PE=1 SV=3,1.1195333333333335,1.9172,1.1739,1.0002666666666666,0.4528333333333333,1.2534333333333334
361_ACON_HUMAN,Aconitate hydratase_ mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=2,6.146366666666666,5.982733333333333,6.1852,7.9518,3.7706,8.0622
13955_QCR1_HUMAN,Cytochrome b-c1 complex subunit 1_ mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3,5.982733333333333,5.144733333333334,6.4382,8.1211,10.334066666666667,10.138333333333334
669_ALDOC_HUMAN,Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2,1.0728,0.7910333333333334,2.4056,3.1584666666666665,0.0415,1.6719
1239_ASPH_HUMAN,Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens GN=ASPH PE=1 SV=3,15.064300000000001,9.5283,5.982733333333333,4.543866666666666,8.217666666666666,7.6518999999999995
4215_CYB5B_HUMAN,Cytochrome b5 type B OS=Homo sapiens GN=CYB5B PE=1 SV=2,1.4379666666666666,0.17859999999999998,3.5721,0.7716,4.526866666666667,0.4528333333333333
655_AL3A2_HUMAN,Fatty aldehyde dehydrogenase OS=Homo sapiens GN=ALDH3A2 PE=1 SV=1,3.9687666666666668,4.1080000000000005,2.9743666666666666,9.4703,6.837233333333334,6.227366666666667
12928_PGK2_HUMAN,Phosphoglycerate kinase 2 OS=Homo sapiens GN=PGK2 PE=1 SV=3,0.17859999999999998,1.3901333333333332,2.1010666666666666,0.1305,2.065833333333333,4.158733333333333
18656_UGDH_HUMAN,UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1,4.924533333333334,4.1918,3.8600666666666665,4.842666666666666,2.8938,8.1211
7699_HS74L_HUMAN,Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3,7.438366666666666,10.925433333333334,19.0293,12.330433333333334,2.6514666666666664,9.4994
16805_SYIM_HUMAN,Isoleucine--tRNA ligase_ mitochondrial OS=Homo sapiens GN=IARS2 PE=1 SV=2,4.145533333333334,6.819066666666667,4.7675,13.8996,17.220533333333332,11.099466666666666
5574_F120A_HUMAN,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2,3.2933,6.2793,8.559433333333333,9.278533333333334,14.551133333333333,8.689366666666666
1034_ARF4_HUMAN,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3,4.3762,2.585233333333333,2.6135333333333333,3.4893,2.1284333333333336,5.7002999999999995
1311_ATD3A_HUMAN,ATPase family AAA domain-containing protein 3A OS=Homo sapiens GN=ATAD3A PE=1 SV=2,8.508799999999999,11.203766666666667,7.338966666666667,11.964066666666668,4.669066666666667,11.3829
4137_CWC22_HUMAN,Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens GN=CWC22 PE=1 SV=3,3.5679,1.5952,3.1020666666666665,2.3261,2.275666666666667,12.7653
14883_RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1,13.235933333333334,12.800033333333333,12.298166666666667,36.90736666666666,81.61183333333334,26.916666666666668
18482_UB2V1_HUMAN,Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens GN=UBE2V1 PE=1 SV=2,3.2279666666666667,2.6606666666666667,2.397466666666667,1.9165333333333332,3.2214666666666667,1.8766999999999998
2700_CDV3_HUMAN,Protein CDV3 homolog OS=Homo sapiens GN=CDV3 PE=1 SV=1,2.2845,2.4101333333333335,2.478666666666667,1.7588,0.7012333333333334,2.3503333333333334
906_AP2A1_HUMAN,AP-2 complex subunit alpha-1 OS=Homo sapiens GN=AP2A1 PE=1 SV=3,5.696133333333334,2.8950333333333336,6.481966666666667,5.604866666666666,17.9451,29.375333333333334
13371_POTEF_HUMAN,POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2,7.998166666666667,24.461233333333332,138.32626666666667,203.1409,29.605466666666665,19.967533333333332
11720_NUP93_HUMAN,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2,7.364833333333333,4.9565,5.601533333333333,19.5914,15.958666666666666,14.765566666666667
13774_PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2,15.493933333333333,14.132,11.279866666666665,17.220533333333332,8.531166666666667,19.463433333333334
7218_GSTO1_HUMAN,Glutathione S-transferase omega-1 OS=Homo sapiens GN=GSTO1 PE=1 SV=2,3.342633333333333,4.8307,3.7446,4.669066666666667,3.1866333333333334,4.0207
13396_PP2BA_HUMAN,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1,2.7257666666666664,5.5425,7.544,11.907,3.2654666666666667,6.457433333333333
17210_TCPG_HUMAN,T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4,16.014533333333333,15.027733333333334,26.300466666666665,73.48096666666667,55.423366666666666,62.027499999999996
12748_PDCD5_HUMAN,Programmed cell death protein 5 OS=Homo sapiens GN=PDCD5 PE=1 SV=3,0.8933,1.3748,0.9847,1.4820333333333333,1.1815666666666667,1.4206666666666667
14986_RSSA_HUMAN,40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4,9.054366666666667,6.2988333333333335,13.943333333333333,21.834333333333333,5.303566666666667,8.642133333333334
4_1433E_HUMAN,14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1,13.486099999999999,15.8969,14.577399999999999,16.6499,5.241933333333333,16.372433333333333
12897_PFD6_HUMAN,Prefoldin subunit 6 OS=Homo sapiens GN=PFDN6 PE=1 SV=1,1.3901333333333332,1.9071,0.8069666666666667,0.6748666666666666,0.5952000000000001,2.1525
8360_ITA3_HUMAN,Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5,5.601533333333333,4.1524,13.1989,4.394266666666667,14.976033333333334,7.015633333333334
15066_RUVB2_HUMAN,RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3,13.7119,16.339066666666668,11.0846,19.463433333333334,4.697466666666667,15.402033333333334
7405_HDAC2_HUMAN,Histone deacetylase 2 OS=Homo sapiens GN=HDAC2 PE=1 SV=2,0.9446,2.2268666666666665,3.0317,5.0169,8.6273,8.3921
5_1433F_HUMAN,14-3-3 protein eta OS=Homo sapiens GN=YWHAH PE=1 SV=4,2.9952,4.068966666666666,4.4433,6.003,7.4682,6.347366666666667
16502_SRSF6_HUMAN,Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2,4.945766666666667,3.954766666666667,6.848433333333333,4.8343,1.8153333333333335,2.1221
16452_SRC8_HUMAN,Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2,6.343633333333334,3.5036,5.619266666666666,7.6959333333333335,11.150466666666667,12.1816
7282_H13_HUMAN,Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2,1.8262666666666667,0.9467333333333333,3.3624333333333336,0.9241,0.06863333333333334,0.18473333333333333
11101_NDKB_HUMAN,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1,0.022566666666666665,3.1536,0.8691,8.495133333333333,4.862333333333333,6.0809
18485_UBA1_HUMAN,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3,31.7519,38.72103333333333,29.4869,107.54860000000001,26.044866666666667,121.33263333333333
14062_RAC1_HUMAN,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1,5.098166666666667,3.7643666666666666,3.4894666666666665,4.152033333333334,1.9649666666666668,4.6328
18680_UN45A_HUMAN,Protein unc-45 homolog A OS=Homo sapiens GN=UNC45A PE=1 SV=1,8.2116,7.3717,6.765266666666666,8.531166666666667,3.2103666666666664,15.057533333333332
16838_SYRC_HUMAN,Arginine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2,13.0615,12.0338,12.036833333333334,15.1735,23.010233333333332,21.180266666666668
14914_RRP1B_HUMAN,Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens GN=RRP1B PE=1 SV=3,5.157366666666666,3.4562666666666666,3.7303,3.5902666666666665,11.5231,6.189966666666667
6690_GFPT1_HUMAN,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3,8.687166666666666,2.9716,2.9149333333333334,8.339266666666667,17.667366666666666,5.0090666666666666
2189_CAZA1_HUMAN,F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3,8.796100000000001,8.1941,8.069666666666667,12.214766666666668,2.595066666666667,16.817133333333334
5504_EWS_HUMAN,RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1,8.559433333333333,16.189799999999998,19.1681,10.285366666666667,3.2354666666666665,7.776166666666667
7568_HMGB1_HUMAN,High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3,2.4893,4.4433,8.2116,6.656700000000001,7.175633333333333,4.0601666666666665
15682_SF3B2_HUMAN,Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2,16.727,24.9853,19.905133333333332,20.050766666666668,23.9026,24.612333333333336
8153_ILF3_HUMAN,Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3,40.669133333333335,27.9984,27.418533333333336,45.01853333333334,15.533666666666667,29.961766666666666
7958_IF4A1_HUMAN,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1,30.43723333333333,19.6708,26.159033333333333,16.2579,41.88656666666667,16.506833333333333
368_ACOX1_HUMAN,Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens GN=ACOX1 PE=1 SV=3,2.0272666666666668,0.8711333333333333,2.4408000000000003,3.4393000000000002,6.656700000000001,8.172066666666666
14952_RS4X_HUMAN,40S ribosomal protein S4_ X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2,11.569266666666667,16.5869,14.038433333333334,12.614833333333333,31.4219,13.460566666666667
7281_H12_HUMAN,Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2,3.0548,1.1060666666666665,5.413233333333333,7.5609,4.014799999999999,0.8164666666666667
14674_RM55_HUMAN,39S ribosomal protein L55_ mitochondrial OS=Homo sapiens GN=MRPL55 PE=1 SV=1,0.8197666666666666,0.14116666666666666,0.1646,0.44839999999999997,0.9594333333333332,0.4169
11975_ODPA_HUMAN,Pyruvate dehydrogenase E1 component subunit alpha_ somatic form_ mitochondrial OS=Homo sapiens GN=PDHA1 PE=1 SV=3,3.6878333333333333,3.7446,6.7306333333333335,3.7531666666666665,7.2289,5.4623
18589_UBQL4_HUMAN,Ubiquilin-4 OS=Homo sapiens GN=UBQLN4 PE=1 SV=2,9.102833333333333,2.9595666666666665,4.635166666666667,1.0430666666666668,0.7084333333333334,3.4215333333333335
11976_ODPB_HUMAN,Pyruvate dehydrogenase E1 component subunit beta_ mitochondrial OS=Homo sapiens GN=PDHB PE=1 SV=3,3.6730333333333336,3.090133333333333,3.8541,5.1719333333333335,2.813966666666667,16.136733333333332
18608_UBXN7_HUMAN,UBX domain-containing protein 7 OS=Homo sapiens GN=UBXN7 PE=1 SV=2,1.0968333333333333,2.8260666666666667,1.0818333333333334,2.7599666666666667,0.9960666666666667,3.4393000000000002
13787_PSMG2_HUMAN,Proteasome assembly chaperone 2 OS=Homo sapiens GN=PSMG2 PE=1 SV=1,1.6733333333333333,1.3351333333333333,1.2797666666666667,1.4908333333333335,1.1260333333333334,1.4834333333333334
898_AP1B1_HUMAN,AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 PE=1 SV=2,6.0503,5.081933333333334,4.875466666666667,5.618966666666666,4.0314,3.6471666666666667
4438_DDX21_HUMAN,Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5,22.8512,20.9593,27.458466666666666,20.167166666666667,25.015766666666668,16.781466666666667
1141_ARP3_HUMAN,Actin-related protein 3 OS=Homo sapiens GN=ACTR3 PE=1 SV=3,4.8341,6.786833333333333,4.333333333333333,5.142766666666667,3.2851,6.948233333333333
13731_PSA5_HUMAN,Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3,5.1683666666666666,7.7043,6.242633333333334,5.225433333333333,6.8943666666666665,4.223866666666667
11048_NCBP2_HUMAN,Nuclear cap-binding protein subunit 2 OS=Homo sapiens GN=NCBP2 PE=1 SV=1,0.78,0.2825333333333333,0.18589999999999998,0.6124666666666666,0.2566333333333333,1.0234
19180_XRN2_HUMAN,5'-3' exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1,6.829833333333333,7.382866666666667,6.2235,8.154433333333333,12.818266666666666,8.3665
8171_IMP3_HUMAN,U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens GN=IMP3 PE=1 SV=1,0.3858,0.5607,0.5527333333333333,0.2366,0.6466666666666666,1.8666666666666667
16503_SRSF7_HUMAN,Serine/arginine-rich splicing factor 7 OS=Homo sapiens GN=SRSF7 PE=1 SV=1,5.2284,2.903433333333333,6.829833333333333,7.055033333333333,5.1841333333333335,6.901933333333333
7648_HP1B3_HUMAN,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1,5.144733333333334,4.6566,3.518866666666667,7.6301,12.394,7.3117
14581_RL22_HUMAN,60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2,4.218866666666667,4.1735,3.8956666666666666,4.1898333333333335,2.2451333333333334,1.2879666666666667
14584_RL24_HUMAN,60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1,7.6001666666666665,6.6543,5.294700000000001,8.917333333333334,7.3117,2.597366666666667
5171_EIF3D_HUMAN,Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1,12.560766666666666,13.639033333333334,7.873566666666666,11.205433333333334,13.8469,8.649633333333334
15638_SERA_HUMAN,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4,7.5583,4.4993,6.0503,6.4192,3.9610666666666665,8.259766666666668
14912_RRP12_HUMAN,RRP12-like protein OS=Homo sapiens GN=RRP12 PE=1 SV=2,5.002,7.2899666666666665,9.1983,7.5949333333333335,21.289433333333335,10.4558
15623_SEP11_HUMAN,Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3,3.0679,5.039,6.146366666666666,3.2436333333333334,6.496133333333334,2.6514666666666664
1889_C1TM_HUMAN,Monofunctional C1-tetrahydrofolate synthase_ mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1,16.273966666666666,2.705366666666667,14.6423,9.3641,5.0090666666666666,12.214766666666668
14004_RAB13_HUMAN,Ras-related protein Rab-13 OS=Homo sapiens GN=RAB13 PE=1 SV=1,1.9764666666666668,1.0867666666666667,1.3448666666666667,1.2366333333333333,3.1748666666666665,2.221833333333333
16632_STIP1_HUMAN,Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1,28.936433333333333,27.458466666666666,26.2512,33.1417,45.78673333333333,34.0527
10995_NAT10_HUMAN,N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=2,14.577399999999999,11.882233333333334,19.433966666666667,12.192233333333334,32.788133333333334,14.729466666666667
15105_S10AG_HUMAN,Protein S100-A16 OS=Homo sapiens GN=S100A16 PE=1 SV=1,1.0818333333333334,0.5193,0.8219333333333334,0.8625333333333334,3.5518,0.7012333333333334
13752_PSD13_HUMAN,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2,6.907299999999999,12.560766666666666,10.270433333333333,13.980866666666667,7.7292000000000005,17.69206666666667
4711_DNJA1_HUMAN,DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2,5.5253,7.4786,7.192200000000001,3.8544,3.1848,4.697466666666667
13728_PSA2_HUMAN,Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2,4.781533333333333,5.8658,3.9687666666666668,4.244466666666667,3.0138666666666665,4.168633333333333
12900_PFKAP_HUMAN,ATP-dependent 6-phosphofructokinase_ platelet type OS=Homo sapiens GN=PFKP PE=1 SV=2,19.6708,40.669133333333335,20.9593,38.8136,25.539866666666665,33.938433333333336
4458_DDX54_HUMAN,ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2,3.110233333333333,2.599466666666667,13.530866666666666,6.847433333333333,8.689366666666666,2.8161
878_ANX11_HUMAN,Annexin A11 OS=Homo sapiens GN=ANXA11 PE=1 SV=1,5.973766666666667,5.973766666666667,7.8003,11.0552,12.964966666666667,15.833766666666667
5296_ENOB_HUMAN,Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5,0.04973333333333333,1.2660666666666667,0.6924,2.1284333333333336,0.06060000000000001,0.1042
959_API5_HUMAN,Apoptosis inhibitor 5 OS=Homo sapiens GN=API5 PE=1 SV=3,7.382866666666667,6.146366666666666,5.968066666666667,8.3058,3.2306333333333335,12.589666666666666
17208_TCPD_HUMAN,T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4,33.417699999999996,15.064300000000001,18.0933,30.1492,42.54953333333333,42.06613333333333
7703_HS90A_HUMAN,Heat shock protein H90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,107.46433333333334,124.9553,69.95256666666667,89.14036666666667,72.14546666666666,58.21543333333333
10043_MAT2B_HUMAN,Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens GN=MAT2B PE=1 SV=1,2.0946,13.661,1.5938666666666668,1.7770333333333332,6.593366666666666,1.1815666666666667
