protein_accession,protein_description,con1,con2,con3,trt1,trt2,trt3
18789_VATE1_HUMAN,V-type proton ATPase subunit E 1 OS=Homo sapiens GN=ATP6V1E1 PE=1 SV=1,1.40005,5.809716666666667,1.37405,2.160833333333333,1.8209166666666667,2.35625
3623_COTL1_HUMAN,Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3,4.1020666666666665,8.339166666666667,3.4394833333333334,2.3773833333333334,1.6336333333333335,1.9223666666666666
13894_PUR1_HUMAN,Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1,7.461099999999999,7.785616666666667,6.615816666666667,5.076016666666667,18.842016666666666,6.520716666666667
8514_K1C10_HUMAN,Keratin_ type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6,20.176783333333333,29.145433333333333,19.37695,18.6068,4.055183333333333,19.903216666666665
7617_HNRDL_HUMAN,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3,1.7462833333333334,1.2463166666666667,5.860283333333333,3.7675,7.207233333333334,7.207233333333334
4059_CTNA1_HUMAN,Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1,24.424366666666668,14.716966666666668,11.979099999999999,21.719916666666666,5.6358500000000005,12.134933333333333
3181_CKAP5_HUMAN,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3,35.2332,18.842016666666666,26.680083333333332,13.960716666666666,29.770183333333332,18.221633333333333
10566_MPPB_HUMAN,Mitochondrial-processing peptidase subunit beta OS=Homo sapiens GN=PMPCB PE=1 SV=2,4.366866666666667,4.49365,3.564,4.41855,3.0268333333333333,3.88375
12744_PDC6I_HUMAN,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1,17.329216666666667,18.057883333333333,19.5436,35.767316666666666,16.9349,34.778733333333335
6185_FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,127.57543333333334,111.57066666666667,94.38371666666667,150.72071666666668,172.2377,134.20403333333334
18382_TXD17_HUMAN,Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1,1.8324666666666667,0.73685,1.7310166666666666,1.6230833333333334,3.5521166666666666,2.5654833333333333
562_AGK_HUMAN,Acylglycerol kinase_ mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2,1.3467666666666667,1.0720333333333334,1.88465,3.752133333333333,2.1976166666666668,2.2832833333333333
7959_IF4A2_HUMAN,Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2,2.7823333333333333,2.50305,3.35025,3.5028166666666665,11.638933333333334,5.919133333333333
18456_U520_HUMAN,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,45.0467,51.98068333333333,54.12521666666667,67.36411666666666,33.71106666666667,64.71778333333333
10013_MARE1_HUMAN,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3,6.684466666666667,7.37145,6.5053833333333335,4.025666666666667,2.4847166666666665,5.188583333333334
10556_MPP10_HUMAN,U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens GN=MPHOSPH10 PE=1 SV=2,1.5688333333333333,1.7508666666666668,2.09365,2.7495833333333333,14.887916666666667,2.5764
11395_NOC4L_HUMAN,Nucleolar complex protein 4 homolog OS=Homo sapiens GN=NOC4L PE=1 SV=1,1.4449166666666666,1.6883666666666666,2.0695166666666664,2.004383333333333,12.560983333333333,1.6336333333333335
11378_NMT1_HUMAN,Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens GN=NMT1 PE=1 SV=2,9.973416666666667,11.696366666666666,8.368450000000001,4.313266666666666,2.9334333333333333,4.49365
4742_DNPEP_HUMAN,Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1,1.74335,1.9487333333333334,1.5733,1.3703,13.921633333333332,2.1331166666666665
7970_IF5A2_HUMAN,Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3,0.5384333333333333,0.38688333333333336,0.7185166666666667,0.3895166666666667,15.255783333333333,0.6013
18251_TSR1_HUMAN,Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens GN=TSR1 PE=1 SV=1,11.6762,7.297933333333333,12.450416666666667,6.520716666666667,27.809983333333335,11.299183333333334
7628_HNRPL_HUMAN,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2,22.909933333333335,45.0467,33.18546666666667,34.278933333333335,5.20025,21.297866666666668
18064_TRI25_HUMAN,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2,16.13445,4.923316666666667,4.35555,3.5145,12.359016666666667,5.600583333333333
14002_RAB10_HUMAN,Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1,3.1832333333333334,4.201966666666666,2.8118333333333334,2.820683333333333,2.26555,4.091316666666667
18625_UCRIL_HUMAN,Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens GN=UQCRFS1P1 PE=5 SV=1,2.23255,2.41935,2.22375,0.4268,1.35175,0.09313333333333333
3596_COPG2_HUMAN,Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1,3.7675,23.306516666666667,3.2674333333333334,7.971816666666666,4.845683333333334,3.7774
4217_CYBP_HUMAN,Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2,5.0362833333333334,8.3859,8.134483333333334,8.9788,3.7587,7.471533333333333
15022_RTCB_HUMAN,tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=RTCB PE=1 SV=1,5.24175,5.433983333333333,5.848933333333333,19.37695,4.966283333333333,19.02335
13958_QCR7_HUMAN,Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2,0.6581833333333333,1.9041333333333332,0.7677833333333334,0.92765,3.1781166666666665,0.406
10118_MCM3_HUMAN,DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3,19.1428,10.753183333333332,16.08768333333333,16.962566666666667,6.7904333333333335,15.684316666666668
17365_TFR1_HUMAN,Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2,13.19895,9.251033333333334,15.024216666666668,16.188083333333335,19.903216666666665,12.293883333333333
3159_CK068_HUMAN,UPF0696 protein C11orf68 OS=Homo sapiens GN=C11orf68 PE=1 SV=2,0.5290166666666667,0.406,0.31378333333333336,0.66975,2.2117999999999998,2.1475666666666666
13956_QCR2_HUMAN,Cytochrome b-c1 complex subunit 2_ mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3,7.37145,9.433783333333333,15.544733333333333,8.88225,16.962566666666667,6.465133333333333
14836_RPAB3_HUMAN,DNA-directed RNA polymerases I_ II_ and III subunit RPABC3 OS=Homo sapiens GN=POLR2H PE=1 SV=4,0.8106166666666667,2.864733333333333,1.1470333333333333,0.9879666666666667,0.5290166666666667,1.1130333333333333
13579_PRDX6_HUMAN,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,9.726166666666666,7.719233333333333,8.53865,9.790783333333334,5.0362833333333334,11.848266666666667
12571_PARK7_HUMAN,Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2,3.4394833333333334,3.8745333333333334,6.285833333333334,3.9852333333333334,8.009166666666665,6.744166666666667
408_ACTN4_HUMAN,Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,71.8214,74.34060000000001,76.79288333333334,100.16586666666666,111.57066666666667,58.00001666666667
3401_CND1_HUMAN,Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3,5.906266666666667,6.744166666666667,4.28285,8.823,19.02335,5.466283333333333
17898_TOM70_HUMAN,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70A PE=1 SV=1,4.758216666666667,8.4684,7.3534,6.637650000000001,3.92935,7.662916666666666
13895_PUR2_HUMAN,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1,31.13511666666667,23.182766666666666,26.395883333333334,29.283033333333332,42.96585,27.918633333333332
5433_ERP29_HUMAN,Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4,9.288833333333333,5.537833333333333,9.571483333333333,7.37145,4.0635666666666665,5.860283333333333
6869_GNA13_HUMAN,Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2,2.2707333333333333,1.31315,1.5613166666666667,1.9813333333333334,1.4937833333333332,1.8972333333333333
16794_SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5,43.847183333333334,39.313583333333334,45.0467,30.301633333333335,40.69701666666667,27.11715
1409_ATX2L_HUMAN,Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2,12.498866666666666,12.293883333333333,9.973416666666667,4.98525,6.637650000000001,5.5030166666666664
9123_KS6A1_HUMAN,Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens GN=RPS6KA1 PE=1 SV=2,4.071316666666667,3.5424,2.9334333333333333,15.024216666666668,6.8631,2.4803
14799_ROA1_HUMAN,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5,15.44305,35.875483333333335,24.928816666666666,19.903216666666665,36.658566666666665,31.28408333333333
12907_PGAM5_HUMAN,Serine/threonine-protein phosphatase PGAM5_ mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2,3.6376833333333334,2.5490833333333334,3.5280666666666667,2.1976166666666668,1.3321833333333333,1.59495
8566_KAD3_HUMAN,GTP:AMP phosphotransferase AK3_ mitochondrial OS=Homo sapiens GN=AK3 PE=1 SV=4,0.9519666666666666,0.8626999999999999,1.1326166666666666,0.9079166666666667,4.195633333333333,1.52245
1149_ARPC5_HUMAN,Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 PE=1 SV=3,1.2463166666666667,2.0695166666666664,1.2928333333333333,0.9111,0.41931666666666667,1.1326166666666666
361_ACON_HUMAN,Aconitate hydratase_ mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=2,6.888233333333333,6.657783333333334,6.940566666666666,7.207233333333334,3.5145,7.319683333333333
13955_QCR1_HUMAN,Cytochrome b-c1 complex subunit 1_ mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3,6.657783333333334,5.66735,7.1680166666666665,7.3534,9.479583333333332,9.288833333333333
669_ALDOC_HUMAN,Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2,1.1950666666666667,0.8692000000000001,2.5995166666666667,2.9271166666666666,0.040683333333333335,1.5482666666666667
1239_ASPH_HUMAN,Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens GN=ASPH PE=1 SV=3,17.025916666666667,10.540016666666666,6.657783333333334,4.201966666666666,7.435983333333333,6.9077166666666665
4215_CYB5B_HUMAN,Cytochrome b5 type B OS=Homo sapiens GN=CYB5B PE=1 SV=2,1.5562833333333332,0.20026666666666665,3.8654166666666665,0.6910833333333333,4.18865,0.41931666666666667
655_AL3A2_HUMAN,Fatty aldehyde dehydrogenase OS=Homo sapiens GN=ALDH3A2 PE=1 SV=1,4.313266666666666,4.460866666666667,3.2068333333333334,8.587299999999999,6.219383333333333,5.692366666666667
12928_PGK2_HUMAN,Phosphoglycerate kinase 2 OS=Homo sapiens GN=PGK2 PE=1 SV=3,0.20026666666666665,1.5069666666666666,2.2741166666666666,0.128,1.9364666666666666,3.8654166666666665
18656_UGDH_HUMAN,UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1,5.395366666666667,4.580516666666667,4.201966666666666,4.482333333333333,2.7024,7.3534
7699_HS74L_HUMAN,Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3,8.3309,12.134933333333333,22.195533333333334,11.216899999999999,2.45465,8.615033333333333
16805_SYIM_HUMAN,Isoleucine--tRNA ligase_ mitochondrial OS=Homo sapiens GN=IARS2 PE=1 SV=2,4.503933333333333,7.612733333333333,5.188583333333334,12.589733333333333,15.411216666666666,10.106166666666667
5574_F120A_HUMAN,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2,3.5439666666666665,7.027733333333334,9.412566666666667,8.3859,13.171050000000001,7.926866666666667
1034_ARF4_HUMAN,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3,4.73555,2.79955,2.8405666666666667,3.2674333333333334,2.00105,5.2655
1311_ATD3A_HUMAN,ATPase family AAA domain-containing protein 3A OS=Homo sapiens GN=ATAD3A PE=1 SV=2,9.3606,12.498866666666666,8.117516666666667,10.856183333333334,4.320683333333333,10.348116666666666
4137_CWC22_HUMAN,Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens GN=CWC22 PE=1 SV=3,3.8599666666666668,1.7052666666666667,3.3394833333333334,2.1641,2.11185,11.638933333333334
14883_RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1,14.942916666666665,14.468383333333334,13.808883333333332,32.00801666666666,67.36411666666666,24.01085
18482_UB2V1_HUMAN,Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens GN=UBE2V1 PE=1 SV=2,3.489533333333333,2.9017666666666666,2.5826166666666666,1.7949333333333333,2.9947666666666666,1.7566333333333333
2700_CDV3_HUMAN,Protein CDV3 homolog OS=Homo sapiens GN=CDV3 PE=1 SV=1,2.4847166666666665,2.61205,2.668833333333333,1.6456833333333334,0.6361833333333333,2.1820166666666667
906_AP2A1_HUMAN,AP-2 complex subunit alpha-1 OS=Homo sapiens GN=AP2A1 PE=1 SV=3,6.304633333333333,3.1192166666666665,7.224383333333333,5.178966666666667,16.08768333333333,25.97485
13371_POTEF_HUMAN,POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2,8.88225,28.531666666666666,215.49841666666666,165.89531666666667,26.22833333333333,17.8387
11720_NUP93_HUMAN,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2,8.144616666666668,5.420916666666667,6.219383333333333,17.542666666666666,14.3577,13.399683333333334
13774_PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2,17.542666666666666,15.993583333333333,12.589733333333333,15.411216666666666,7.719233333333333,17.446733333333334
7218_GSTO1_HUMAN,Glutathione S-transferase omega-1 OS=Homo sapiens GN=GSTO1 PE=1 SV=2,3.5894500000000003,5.2655,4.036066666666667,4.320683333333333,2.9693833333333335,3.7587
13396_PP2BA_HUMAN,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1,2.9503166666666667,6.136116666666667,8.426483333333334,10.795816666666667,3.0515499999999998,5.926683333333333
17210_TCPG_HUMAN,T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4,18.414233333333335,16.962566666666667,30.75685,59.8344,46.64066666666667,52.26616666666666
12748_PDCD5_HUMAN,Programmed cell death protein 5 OS=Homo sapiens GN=PDCD5 PE=1 SV=3,0.9879666666666667,1.4937833333333332,1.1088333333333333,1.37405,1.0685833333333334,1.3069
14986_RSSA_HUMAN,40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4,10.054783333333333,7.0518,15.80535,19.28066666666667,4.917133333333333,7.854783333333334
4_1433E_HUMAN,14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1,15.216433333333333,18.113266666666668,16.43915,14.942916666666665,4.8681,14.716966666666668
12897_PFD6_HUMAN,Prefoldin subunit 6 OS=Homo sapiens GN=PFDN6 PE=1 SV=1,1.5069666666666666,2.055633333333333,0.8905500000000001,0.6177833333333334,0.5449333333333334,2.0216833333333333
8360_ITA3_HUMAN,Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5,6.219383333333333,4.5110166666666665,14.887916666666667,4.091316666666667,13.53425,6.3857333333333335
15066_RUVB2_HUMAN,RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3,15.544733333333333,18.759666666666668,12.359016666666667,17.446733333333334,4.34685,13.892866666666666
7405_HDAC2_HUMAN,Histone deacetylase 2 OS=Homo sapiens GN=HDAC2 PE=1 SV=2,1.0512833333333333,2.4109666666666665,3.2587,4.6216333333333335,7.819216666666667,7.601133333333333
5_1433F_HUMAN,14-3-3 protein eta OS=Homo sapiens GN=YWHAH PE=1 SV=4,3.223,4.4253,4.799733333333333,5.537833333333333,6.744166666666667,5.798583333333333
16502_SRSF6_HUMAN,Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2,5.4111,4.298983333333333,7.662916666666666,4.4740166666666665,1.7052666666666667,1.9938666666666667
16452_SRC8_HUMAN,Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2,7.081516666666667,3.7675,6.23335,6.940566666666666,10.158283333333333,11.041333333333334
7282_H13_HUMAN,Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2,1.9576,1.0573666666666668,3.608416666666667,0.8314333333333334,0.07121666666666666,0.16295
11101_NDKB_HUMAN,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1,0.018,3.3953333333333333,0.9519666666666666,7.6838999999999995,4.503933333333333,5.589533333333334
18485_UBA1_HUMAN,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3,38.76931666666667,47.99496666666667,35.767316666666666,93.26791666666666,22.909933333333335,103.85333333333334
14062_RAC1_HUMAN,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1,5.589533333333334,4.0635666666666665,3.752133333333333,3.8599666666666668,1.84435,4.28285
18680_UN45A_HUMAN,Protein unc-45 homolog A OS=Homo sapiens GN=UNC45A PE=1 SV=1,9.056366666666666,8.162116666666666,7.552266666666666,7.719233333333333,2.98515,13.597216666666666
16838_SYRC_HUMAN,Arginine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2,14.716966666666668,13.399683333333334,13.466849999999999,13.67095,20.176783333333333,18.759666666666668
14914_RRP1B_HUMAN,Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens GN=RRP1B PE=1 SV=3,5.692366666666667,3.7086666666666668,4.010166666666667,3.35025,10.4993,5.66735
6690_GFPT1_HUMAN,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3,9.571483333333333,3.2013,3.13975,7.552266666666666,15.80535,4.613966666666666
2189_CAZA1_HUMAN,F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3,9.711033333333335,9.04065,8.957416666666667,11.091733333333334,2.4109666666666665,15.084950000000001
5504_EWS_HUMAN,RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1,9.412566666666667,18.6068,22.353983333333332,9.433783333333333,3.0135833333333335,7.027733333333334
7568_HMGB1_HUMAN,High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3,2.682383333333333,4.799733333333333,9.056366666666666,6.091,6.520716666666667,3.7921
15682_SF3B2_HUMAN,Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2,19.28066666666667,29.283033333333332,23.004883333333332,17.8936,20.860733333333332,21.450466666666667
8153_ILF3_HUMAN,Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3,50.740383333333334,33.18546666666667,32.215316666666666,37.971466666666664,13.9999,26.5194
7958_IF4A1_HUMAN,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1,37.25821666666666,22.79435,30.301633333333335,14.587983333333334,35.568266666666666,14.79635
368_ACOX1_HUMAN,Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens GN=ACOX1 PE=1 SV=3,2.1976166666666668,0.9571000000000001,2.62845,3.2068333333333334,6.091,7.402916666666666
14952_RS4X_HUMAN,40S ribosomal protein S4_ X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2,12.900500000000001,19.02335,15.89505,11.49085,27.735083333333332,12.221416666666666
7281_H12_HUMAN,Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2,3.2754833333333333,1.2306833333333334,5.9463,6.8261,3.752133333333333,0.7276833333333333
14674_RM55_HUMAN,39S ribosomal protein L55_ mitochondrial OS=Homo sapiens GN=MRPL55 PE=1 SV=1,0.9079166666666667,0.16295,0.18545,0.41391666666666665,0.8810333333333333,0.37765
11975_ODPA_HUMAN,Pyruvate dehydrogenase E1 component subunit alpha_ somatic form_ mitochondrial OS=Homo sapiens GN=PDHA1 PE=1 SV=3,3.96615,4.036066666666667,7.5182166666666665,3.4937,6.5597666666666665,5.048733333333334
18589_UBQL4_HUMAN,Ubiquilin-4 OS=Homo sapiens GN=UBQLN4 PE=1 SV=2,10.08335,3.1832333333333334,5.048733333333334,0.9571000000000001,0.6468,3.1946833333333333
11976_ODPB_HUMAN,Pyruvate dehydrogenase E1 component subunit beta_ mitochondrial OS=Homo sapiens GN=PDHB PE=1 SV=3,3.9484500000000002,3.3156833333333333,4.195633333333333,4.8125,2.61205,14.468383333333334
18608_UBXN7_HUMAN,UBX domain-containing protein 7 OS=Homo sapiens GN=UBXN7 PE=1 SV=2,1.2212166666666666,3.03485,1.2051666666666667,2.5691,0.9079166666666667,3.2068333333333334
13787_PSMG2_HUMAN,Proteasome assembly chaperone 2 OS=Homo sapiens GN=PSMG2 PE=1 SV=1,1.7949333333333333,1.4449166666666666,1.3853,1.3853,1.0299166666666666,1.37605
898_AP1B1_HUMAN,AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 PE=1 SV=2,6.765833333333333,5.55505,5.315783333333333,5.20025,3.7675,3.4085166666666664
4438_DDX21_HUMAN,Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5,26.22833333333333,23.835733333333334,32.31098333333333,17.981383333333333,21.87901666666667,15.024216666666668
1141_ARP3_HUMAN,Actin-related protein 3 OS=Homo sapiens GN=ACTR3 PE=1 SV=3,5.276866666666667,7.576666666666667,4.693383333333333,4.779366666666666,3.0688833333333334,6.332
13731_PSA5_HUMAN,Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3,5.702466666666667,8.587299999999999,6.99335,4.850216666666666,6.28015,3.9484500000000002
11048_NCBP2_HUMAN,Nuclear cap-binding protein subunit 2 OS=Homo sapiens GN=NCBP2 PE=1 SV=1,0.86075,0.30551666666666666,0.21125,0.5658833333333333,0.22826666666666665,0.9402166666666667
19180_XRN2_HUMAN,5'-3' exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1,7.646683333333333,8.1826,6.97635,7.382016666666667,11.696366666666666,7.576666666666667
8171_IMP3_HUMAN,U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens GN=IMP3 PE=1 SV=1,0.41931666666666667,0.6177833333333334,0.6101333333333333,0.21125,0.5919333333333333,1.7462833333333334
16503_SRSF7_HUMAN,Serine/arginine-rich splicing factor 7 OS=Homo sapiens GN=SRSF7 PE=1 SV=1,5.781166666666667,3.127133333333333,7.646683333333333,6.421733333333333,4.822066666666666,6.285833333333334
7648_HP1B3_HUMAN,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1,5.66735,5.076016666666667,3.7774,6.888233333333333,11.299183333333334,6.642733333333333
14581_RL22_HUMAN,60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2,4.613966666666666,4.553283333333334,4.244433333333333,3.901,2.09365,1.1643166666666667
14584_RL24_HUMAN,60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1,8.488816666666667,7.435983333333333,5.8349,8.134483333333334,6.642733333333333,2.41935
5171_EIF3D_HUMAN,Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1,14.104883333333333,15.44305,8.777083333333334,10.215566666666668,12.540733333333334,7.867783333333334
15638_SERA_HUMAN,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4,8.4415,4.8795166666666665,6.765833333333333,5.884133333333334,3.7086666666666668,7.485766666666667
14912_RRP12_HUMAN,RRP12-like protein OS=Homo sapiens GN=RRP12 PE=1 SV=2,5.452216666666667,8.069433333333333,10.1929,6.8631,18.907416666666666,9.571483333333333
15623_SEP11_HUMAN,Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3,3.287183333333333,5.5030166666666664,6.888233333333333,3.03485,5.960416666666667,2.45465
1889_C1TM_HUMAN,Monofunctional C1-tetrahydrofolate synthase_ mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1,18.672449999999998,2.9334333333333333,16.582916666666666,8.4684,4.613966666666666,11.091733333333334
14004_RAB13_HUMAN,Ras-related protein Rab-13 OS=Homo sapiens GN=RAB13 PE=1 SV=1,2.1390833333333332,1.2114833333333332,1.4588166666666667,1.1130333333333333,2.9503166666666667,2.0695166666666664
16632_STIP1_HUMAN,Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1,35.125,32.31098333333333,30.464783333333333,28.886466666666667,38.76931666666667,29.770183333333332
10995_NAT10_HUMAN,N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=2,16.43915,13.257966666666666,22.571166666666667,11.0699,28.65533333333333,13.364666666666666
15105_S10AG_HUMAN,Protein S100-A16 OS=Homo sapiens GN=S100A16 PE=1 SV=1,1.2051666666666667,0.5658833333333333,0.9111,0.7774666666666666,3.323583333333333,0.6361833333333333
13752_PSD13_HUMAN,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2,7.719233333333333,14.104883333333333,11.37845,12.711383333333334,6.97635,15.844916666666666
4711_DNJA1_HUMAN,DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2,6.091,8.368450000000001,7.9893833333333335,3.608416666666667,2.96155,4.34685
13728_PSA2_HUMAN,Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2,5.20025,6.520716666666667,4.313266666666666,3.96615,2.79955,3.8745333333333334
12900_PFKAP_HUMAN,ATP-dependent 6-phosphofructokinase_ platelet type OS=Homo sapiens GN=PFKP PE=1 SV=2,22.79435,50.740383333333334,23.835733333333334,33.465666666666664,22.353983333333332,29.606833333333334
4458_DDX54_HUMAN,ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2,3.35025,2.8118333333333334,15.2989,6.23335,7.926866666666667,2.62845
878_ANX11_HUMAN,Annexin A11 OS=Homo sapiens GN=ANXA11 PE=1 SV=1,6.642733333333333,6.642733333333333,8.717133333333333,10.054783333333333,11.79635,14.271866666666666
5296_ENOB_HUMAN,Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5,0.04763333333333333,1.37405,0.7774666666666666,2.00105,0.06466666666666666,0.1001
