protein.Accession,protein.Description,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
P46734,Dual specificity mitogen-activated protein kise kise 3 OS=Homo sapiens GN=MAP2K3 PE=1 SV=2,9.064855915,42.34305083,42.2249097,50.88211653,49.55760023,42.97795366
Q8NHW5,60S acidic ribosomal protein P0-like OS=Homo sapiens GN=RPLP0P6 PE=5 SV=1,18.84139379,19.45775189,5.794549285,16.46613763,9.849009462,8.517598158
P12109,Collagen alpha-1(VI) chain OS=Homo sapiens GN=COL6A1 PE=1 SV=3,111.1717131,74.61534424,71.56250751,66.49090473,50.66145775,59.3491622
Q58FF8,Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens GN=HSP90AB2P PE=1 SV=2,6.267045469,5.292303899,19.16545058,16.7942725,7.534458451,3.712839761
P43121,Cell surface glycoprotein MUC18 OS=Homo sapiens GN=MCAM PE=1 SV=2,23.57881456,25.95257045,40.93855377,30.67288936,25.24818548,30.53117731
Q99805,Transmembrane 9 superfamily member 2 OS=Homo sapiens GN=TM9SF2 PE=1 SV=1,22.46705529,43.92291115,12.98007477,12.87331196,9.137168909,38.12929478
Q58FF6,Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens GN=HSP90AB4P PE=5 SV=1,3.196717471,3.200226985,4.081276951,22.62552136,3.789297822,3.437345853
Q58FF7,Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens GN=HSP90AB3P PE=5 SV=1,3.084371272,4.992928735,8.00516257,4.028924675,3.315336214,5.475639173
Q58FF3,Putative endoplasmin-like protein OS=Homo sapiens GN=HSP90B2P PE=5 SV=1,1.287378215,4.229167143,9.349214336,5.747897183,1.618021616,31.52958848
Q15907,Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4,35.4525595,33.26129058,44.89898388,39.91169981,44.31091964,31.58614496
O43175,D-3-phosphoglycerate dehydrogese OS=Homo sapiens GN=PHGDH PE=1 SV=4,46.8574151,51.47269759,51.58089247,83.09629457,71.65617781,59.80336555
O94851,Protein-methionine sulfoxide oxidase MICAL2 OS=Homo sapiens GN=MICAL2 PE=1 SV=1,19.18841872,52.70552158,28.29613038,37.33257037,45.4760218,38.0741508
O75306,DH dehydrogese [ubiquinone] iron-sulfur protein 2_ mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2,7.020545184,6.69357572,15.08009489,18.25058738,16.99495797,19.43881851
Q13098,COP9 siglosome complex subunit 1 OS=Homo sapiens GN=GPS1 PE=1 SV=4,59.33033977,53.62032285,54.41907591,76.7355192,44.56838661,54.60152528
P26358,D (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2,71.26805964,33.40709091,30.51413086,49.44922872,37.39694802,36.71634325
P26599,Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1,155.0422797,232.7677394,213.5882709,209.1781007,279.313676,220.0656751
O14964,Hepatocyte growth factor-regulated tyrosine kise substrate OS=Homo sapiens GN=HGS PE=1 SV=1,23.20815012,15.0687565,26.89022827,43.14578882,22.50522142,25.59765546
O43399,Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2,23.62718584,54.33907112,87.76848584,65.31194008,73.50917011,56.55122663
P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens GN=MYL9 PE=1 SV=4,131.7747577,143.2391289,26.34358888,145.1008074,158.112087,223.8504958
O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1,99.99568489,36.65464103,47.51337968,69.74318013,54.3266411,65.79897404
P07954,Fumarate hydratase_ mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3,9.376538599,55.37646184,31.70172574,45.57337541,62.33920972,44.07772579
Q9BQA9,Uncharacterized protein C17orf62 OS=Homo sapiens GN=C17orf62 PE=1 SV=1,64.47181676,26.03538593,33.19756215,21.20682704,11.27290441,17.0815263
P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4,145.2311798,43.80882859,42.02795586,35.82986927,53.2595218,35.82499955
P23528,Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3,146.0208019,195.1088901,202.1506286,212.1318136,181.5085632,248.4909286
Q9BQA1,Methylosome protein 50 OS=Homo sapiens GN=WDR77 PE=1 SV=1,39.02641692,15.79646237,19.71635812,25.30313182,21.13833701,6.357660379
Q00839,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,124.6442849,136.4191328,128.604023,146.6333616,175.6889545,123.8121942
P82650,28S ribosomal protein S22_ mitochondrial OS=Homo sapiens GN=MRPS22 PE=1 SV=1,14.31922523,11.82644573,11.22371682,14.99591,17.24198939,16.38793253
Q14694,Ubiquitin carboxyl-termil hydrolase 10 OS=Homo sapiens GN=USP10 PE=1 SV=2,44.1361405,36.77914594,32.2206095,47.17084537,37.80880962,30.42071985
O43488,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3,23.7072325,33.77683107,26.17927758,36.72274923,34.93505919,14.0861233
O60271,C-Jun-amino-termil kise-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4,77.2096132,147.3996212,22.48526614,14.06796744,140.1486769,21.34597538
P26006,Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5,47.74900702,37.34696722,59.14538709,42.3976513,32.32112799,43.88404386
Q9ULT8,E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=3,17.36724002,16.98399136,69.25136531,27.89707864,47.39124241,19.1704436
Q6PIU2,Neutral cholesterol ester hydrolase 1 OS=Homo sapiens GN=NCEH1 PE=1 SV=3,52.84024029,39.09583873,48.14559682,49.69610193,35.16224598,50.24673273
Q86Y46,Keratin_ type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1,1.695413369,2.087457275,8.932172766,5.123726583,1.905939821,1.307296564
P19367,Hexokise-1 OS=Homo sapiens GN=HK1 PE=1 SV=3,64.97347375,95.08130425,112.0315138,80.16341959,85.77293741,86.69605707
O14818,Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1,35.33311365,77.67732006,58.57625781,61.78976994,70.10354938,76.39735351
Q15654,Thyroid receptor-interacting protein 6 OS=Homo sapiens GN=TRIP6 PE=1 SV=3,48.04742661,31.14267891,38.10385557,41.04062849,29.43454697,28.83205338
Q15650,Activating sigl cointegrator 1 OS=Homo sapiens GN=TRIP4 PE=1 SV=4,33.01737762,15.17157164,11.45250502,31.08577967,22.62540118,38.28009323
Q13435,Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2,64.56255192,24.47834213,32.14784884,27.20559033,24.15681639,28.7584339
Q9UPT5,Exocyst complex component 7 OS=Homo sapiens GN=EXOC7 PE=1 SV=3,8.611180118,15.97781138,15.0857142,16.65664239,45.62742264,9.784666735
Q13439,Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4 PE=1 SV=1,124.0773267,37.94363308,79.76990229,67.01971377,43.68290554,41.90750502
Q8NC51,Plasminogen activator inhibitor 1 R-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2,172.0465011,46.21267483,27.73901002,57.42413191,31.60595148,59.47103266
Q96HY6,DDRGK domain-containing protein 1 OS=Homo sapiens GN=DDRGK1 PE=1 SV=2,20.59126386,16.2362295,16.31890762,29.89992103,23.26996673,61.34508053
Q92974,Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=4,23.44829012,27.39733448,24.23483041,17.05271887,26.08499588,23.16408827
Q6DD88,Atlastin-3 OS=Homo sapiens GN=ATL3 PE=1 SV=1,33.47074134,65.06102869,90.70001305,96.07158133,64.58122518,69.48441131
P11117,Lysosomal acid phosphatase OS=Homo sapiens GN=ACP2 PE=1 SV=3,26.40775426,19.21741797,10.30905648,7.306966722,14.30571126,18.24107541
P01116,GTPase KRas OS=Homo sapiens GN=KRAS PE=1 SV=1,7.380677166,9.655384246,9.153409619,22.03479126,13.67898022,22.94102635
P10620,Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1,39.53696798,121.8765082,35.8667368,19.9173715,47.59601846,29.87832003
Q9BRA2,Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1,7.997723061,31.73692228,30.76193634,25.54775903,26.50374323,21.16014694
Q27J81,Inverted formin-2 OS=Homo sapiens GN=INF2 PE=1 SV=2,51.19912758,55.63544333,47.91274251,44.09469408,55.68817943,43.10705612
Q9UBP6,tR (guanine-N(7)-)-methyltransferase OS=Homo sapiens GN=METTL1 PE=1 SV=1,20.95646703,13.07532579,13.63110715,20.11701625,19.71777802,18.94495218
P06576,ATP synthase subunit beta_ mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3,603.4136975,296.8842208,314.7388461,282.2769659,331.1812082,259.2229305
P60900,Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1,63.94761252,106.3015632,76.13804426,86.41117732,88.40987812,100.5121105
P11021,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,207.1757532,243.5950472,246.0830651,225.4522674,219.3331545,300.1528163
P12004,Proliferating cell nuclear antigen OS=Homo sapiens GN=PC PE=1 SV=1,67.90867423,97.13017063,107.9251457,76.72145048,74.52201606,97.60083593
Q9H2P9,Diphthine synthase OS=Homo sapiens GN=DPH5 PE=1 SV=2,14.75370855,10.09008104,15.26618892,13.48921602,17.06189082,20.42999768
Q63ZY3,KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens GN=KANK2 PE=1 SV=1,17.66862431,16.73503787,17.35591748,22.67237549,16.84094824,16.65133544
Q13885,Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1,81.77305339,152.3973386,148.7493306,150.5169512,132.4596099,142.5228409
O00148,ATP-dependent R helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2,56.13565078,35.61595456,21.46289175,39.2615442,47.76093418,39.00464899
Q96TC7,Regulator of microtubule dymics protein 3 OS=Homo sapiens GN=FAM82A2 PE=1 SV=2,4.172022911,11.75675678,11.89454938,14.66387583,17.00077449,13.32139605
O43237,Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens GN=DYNC1LI2 PE=1 SV=1,6.175452109,35.73978343,56.15913154,44.84460968,35.32754662,39.46184683
Q01814,Plasma membrane calcium-transporting ATPase 2 OS=Homo sapiens GN=ATP2B2 PE=1 SV=2,6.49634094,7.989553567,4.677593613,6.925645246,2.079836942,4.982789837
Q5VYK3,Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2,21.29803068,35.16407496,33.69908286,27.03894935,43.56045905,31.34285604
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1,90.7534156,141.4015265,172.9209722,149.6347397,184.0453826,205.4246655
Q15800,Methylsterol monooxygese 1 OS=Homo sapiens GN=MSMO1 PE=1 SV=1,5.922205052,13.25368893,7.335327589,6.748834863,22.03840217,10.81189289
P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2,26.06431817,26.1511586,39.28853346,48.31683744,51.08888713,34.62578745
Q9NV70,Exocyst complex component 1 OS=Homo sapiens GN=EXOC1 PE=1 SV=4,49.07180549,23.49430261,17.42927164,10.14632062,28.38483449,22.38105503
P52209,6-phosphoglucote dehydrogese_ decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3,97.15644678,96.09492073,111.0840973,98.7944238,78.81298954,92.48397164
P50213,Isocitrate dehydrogese [D] subunit alpha_ mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1,36.95074288,12.96141224,40.30555372,26.56728863,20.98034981,9.792124733
P30048,Thioredoxin-dependent peroxide reductase_ mitochondrial OS=Homo sapiens GN=PRDX3 PE=1 SV=3,42.08480813,85.26975366,112.0854088,96.46095098,63.54827799,81.58207428
Q16720,Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens GN=ATP2B3 PE=1 SV=3,17.70888169,3.794414011,5.873952101,17.72686304,7.689580158,2.617870126
Q8N8S7,Protein ebled homolog OS=Homo sapiens GN=EH PE=1 SV=2,17.12936255,33.86099864,44.76717622,54.36270442,43.25077163,54.27501189
P30041,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,262.6992732,221.2975129,261.6955427,197.0502435,208.4533362,249.2523788
P30043,Flavin reductase (DPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3,25.89135184,31.42402622,61.52541325,49.48510238,41.03283488,54.01714598
P30044,Peroxiredoxin-5_ mitochondrial OS=Homo sapiens GN=PRDX5 PE=1 SV=4,10.58683484,55.09207234,51.32221456,42.51884191,59.03332536,68.37446919
P30046,D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=1 SV=3,28.72840543,26.72545865,38.19622701,37.01844183,22.2753402,28.60108146
O14558,Heat shock protein beta-6 OS=Homo sapiens GN=HSPB6 PE=1 SV=2,31.90483818,52.94686957,106.3420773,32.5531062,71.35380382,58.71907441
Q12931,Heat shock protein 75 kDa_ mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3,43.99453748,32.60085117,43.85261691,27.65082932,23.08879895,32.3762972
Q9Y678,Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1,142.0650454,95.96866936,99.40974933,114.122368,112.327447,77.71188207
Q9Y679,Ancient ubiquitous protein 1 OS=Homo sapiens GN=AUP1 PE=1 SV=1,8.979269957,5.359119658,4.026750654,6.812565211,6.729254048,4.937759352
P55786,Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2,109.8071749,86.2617367,75.24035553,72.96129755,73.14704839,92.92320249
Q9BV20,Methylthioribose-1-phosphate isomerase OS=Homo sapiens GN=MRI1 PE=1 SV=1,13.31513107,13.87587548,10.28450829,13.29340819,16.13282856,14.59705263
P37837,Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,115.8693446,109.9674723,225.7379877,164.5049983,155.9269537,114.9071192
Q9NP72,Ras-related protein Rab-18 OS=Homo sapiens GN=RAB18 PE=1 SV=1,25.87434387,25.37590425,19.45477585,37.73232779,12.04432162,30.11787995
Q9UBB4,Ataxin-10 OS=Homo sapiens GN=ATXN10 PE=1 SV=1,21.38065195,27.87715727,29.28112686,30.43050816,32.2253691,29.34388671
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,48.63209495,97.1085372,106.0595331,115.2944698,87.30756026,92.66923508
Q9Y696,Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4,62.35151631,123.9893171,130.0939623,115.0760772,79.15911581,88.62587043
Q9Y697,Cysteine desulfurase_ mitochondrial OS=Homo sapiens GN=NFS1 PE=1 SV=3,8.596356662,17.92718651,20.61345336,23.420513,18.15112149,17.15497628
P35749,Myosin-11 OS=Homo sapiens GN=MYH11 PE=1 SV=3,110.579243,52.56265079,129.9265194,126.6487972,34.18506904,24.5855148
O15056,Syptojanin-2 OS=Homo sapiens GN=SYNJ2 PE=1 SV=3,57.15027739,19.48715984,12.74857162,12.06415802,19.09472507,29.23789274
O00567,Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4,25.48261452,27.57750042,32.46337654,30.93785538,42.17954654,36.80826872
Q9C0C2,182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4,17.29312274,14.28612199,18.50528839,15.16978811,17.36747246,16.84162738
Q00587,Cdc42 effector protein 1 OS=Homo sapiens GN=CDC42EP1 PE=1 SV=1,14.56560668,7.955976676,4.798693009,11.5709107,9.539578652,6.366756876
Q15008,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1,145.995446,91.13241401,101.7411211,88.80304622,89.15388065,80.44693316
O00764,Pyridoxal kise OS=Homo sapiens GN=PDXK PE=1 SV=1,21.07115377,22.16553659,29.37815791,36.69679541,21.12661842,28.01771915
P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4,143.353906,141.1812486,111.3175451,104.9268555,111.4511184,110.0545618
Q12849,G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3,8.010986154,24.56774905,21.69800642,17.88763946,27.46488194,40.86553236
Q9BTW9,Tubulin-specific chaperone D OS=Homo sapiens GN=TBCD PE=1 SV=2,60.55795605,15.3189494,13.18673929,19.76383221,17.96601899,14.23624375
P78330,Phosphoserine phosphatase OS=Homo sapiens GN=PSPH PE=1 SV=2,7.787464029,8.144705844,6.273087629,3.141815698,9.818173303,7.464212509
P18085,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3,143.5275745,105.1100906,57.46685348,94.70389,126.5650278,136.403441
O75828,Carbonyl reductase [DPH] 3 OS=Homo sapiens GN=CBR3 PE=1 SV=3,21.45578347,10.05971536,7.472552525,13.1233982,7.291532812,9.300631397
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1,25.36309065,35.89933,27.73166072,14.58323806,16.66555422,18.92845418
O75533,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,28.84535471,51.63815955,53.88020253,56.09178394,52.8653664,44.37491569
O75534,Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2,22.37593004,18.92885953,48.47413102,37.70974297,31.90879593,20.65916161
P09651,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5,141.8134367,159.4182326,252.3470229,187.7702563,258.1389429,256.1343025
Q8NFV4,Alpha/beta hydrolase domain-containing protein 11 OS=Homo sapiens GN=ABHD11 PE=1 SV=1,19.77269697,16.34434033,21.8951623,28.666522,13.47283558,22.26986307
P68104,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1,308.800848,356.0055764,294.0002904,248.5154475,277.8133535,215.2906357
P27635,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4,76.57501321,65.49595083,35.80950818,72.50145954,56.04897533,82.01057014
O43837,Isocitrate dehydrogese [D] subunit beta_ mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=2,32.69274391,45.84096287,45.64603709,49.07876292,51.84477934,40.90361335
Q92930,Ras-related protein Rab-8B OS=Homo sapiens GN=RAB8B PE=1 SV=2,6.787972948,9.729580161,12.55456003,9.505117828,8.252500451,7.029049655
Q13153,Serine/threonine-protein kise PAK 1 OS=Homo sapiens GN=PAK1 PE=1 SV=2,61.79220388,6.235217358,13.64831867,4.085355512,1.36282139,2.953480014
Q13155,Aminoacyl tR synthase complex-interacting multifunctiol protein 2 OS=Homo sapiens GN=AIMP2 PE=1 SV=2,44.43658857,21.83258454,25.83148617,14.63296208,28.78052956,20.02941282
Q14195,Dihydropyrimidise-related protein 3 OS=Homo sapiens GN=DPYSL3 PE=1 SV=1,36.94926053,42.52400549,49.11993554,66.41213864,51.05078031,56.40867718
Q14203,Dyctin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3,116.7100687,128.0985427,103.2603566,100.0262007,84.41931127,112.2014481
P62899,60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1,134.5605534,217.9469223,148.9152583,197.5835133,178.5852867,163.1908165
P00338,L-lactate dehydrogese A chain OS=Homo sapiens GN=LDHA PE=1 SV=2,122.7250374,223.0076245,127.4418982,246.0419114,250.1225251,162.7059902
Q9UKU6,Thyrotropin-releasing hormone-degrading ectoenzyme OS=Homo sapiens GN=TRHDE PE=2 SV=1,12.39771513,5.811280943,11.86641492,14.39472975,17.22920158,15.63727378
Q58FG1,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1,1.810802277,14.16060301,18.61946783,5.866249087,7.715669003,2.898901033
Q58FG0,Putative heat shock protein HSP 90-alpha A5 OS=Homo sapiens GN=HSP90AA5P PE=1 SV=1,8.571312821,12.30874734,3.634131005,10.37026588,11.09015419,7.058429645
P68032,Actin_ alpha cardiac muscle 1 OS=Homo sapiens GN=ACTC1 PE=1 SV=1,353.8123527,173.6328066,132.6242957,218.2337059,203.7610222,0.69037327
P07814,Bifunctiol glutamate/proline--tR ligase OS=Homo sapiens GN=EPRS PE=1 SV=5,36.16580183,61.01028103,67.46608998,73.0692305,63.97066067,64.28161055
O43169,Cytochrome b5 type B OS=Homo sapiens GN=CYB5B PE=1 SV=2,4.61524427,15.33652657,17.17390219,13.90291738,17.06330219,16.25685258
P22102,Trifunctiol purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1,74.00696635,17.78318897,35.53248226,26.70145614,29.07375108,21.97024367
O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,97.02662451,59.39943533,71.5339816,74.61357624,66.42130136,60.43972483
P14649,Myosin light chain 6B OS=Homo sapiens GN=MYL6B PE=1 SV=1,11.63032818,1.250964531,3.145970373,4.487202964,5.414932249,4.836398386
Q96K37,Solute carrier family 35 member E1 OS=Homo sapiens GN=SLC35E1 PE=1 SV=2,13.38706385,11.87979693,9.866330225,12.52493187,16.2422734,17.74664408
P04040,Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,46.08456687,33.83209773,36.20855531,50.9644076,35.67277474,25.58590346
P32322,Pyrroline-5-carboxylate reductase 1_ mitochondrial OS=Homo sapiens GN=PYCR1 PE=1 SV=2,28.71732685,17.05446903,18.68749311,31.14710804,22.98213406,23.41862069
Q13085,Acetyl-CoA carboxylase 1 OS=Homo sapiens GN=ACACA PE=1 SV=2,36.51547937,30.04816241,28.46689442,21.42344159,35.44101171,26.26599374
O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens GN=SGTA PE=1 SV=1,6.034551251,11.57946403,20.24291951,42.23129107,11.93149806,13.17116261
Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3,38.54168988,39.76664417,42.67472008,31.1037165,44.53896181,31.453822
Q86YN1,Dolichyldiphosphatase 1 OS=Homo sapiens GN=DOLPP1 PE=1 SV=1,24.47337117,15.12965687,30.60028948,12.76469274,21.11194879,21.73797225
Q14738,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D PE=1 SV=1,15.09160535,108.4654135,5.46250459,32.34060932,28.53170186,58.39984951
P61106,Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4,132.7713621,147.3390588,159.1089483,128.4346507,166.9316135,109.1724276
Q13330,Metastasis-associated protein MTA1 OS=Homo sapiens GN=MTA1 PE=1 SV=2,7.915569903,28.0386193,10.91711688,13.63473833,17.85101423,14.6945151
Q5JS54,Proteasome assembly chaperone 4 OS=Homo sapiens GN=PSMG4 PE=2 SV=2,13.20996255,8.250788538,15.52077546,18.67982359,6.802687732,8.448894181
P60660,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2,135.0918573,185.9193571,145.8289284,205.1548846,203.5536801,225.2041224
P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,126.6878935,154.0384373,172.7033973,130.5856045,146.0782864,151.2800555
O43491,Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1,38.83371198,49.68613658,73.26570296,53.25651652,38.92956074,35.02060931
P27361,Mitogen-activated protein kise 3 OS=Homo sapiens GN=MAPK3 PE=1 SV=4,11.03762396,28.7592267,20.09223347,32.79966747,35.20586995,19.15445411
Q8IWT6,Leucine-rich repeat-containing protein 8A OS=Homo sapiens GN=LRRC8A PE=1 SV=1,11.95691234,11.15637267,12.22113892,23.02939646,21.76780525,55.04182963
O60264,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1,18.75128278,18.10385955,38.42077231,34.96119624,14.49017223,67.86817285
P60468,Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2,68.18829144,55.63826018,36.2529921,34.64223256,50.97576418,44.53605364
P11586,C-1-tetrahydrofolate synthase_ cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3,22.98454997,77.36448034,54.69754138,74.90462085,58.24950526,86.924769
P61353,60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2,63.39430749,95.45172045,84.35959466,115.5246852,75.19018987,111.2894819
Q9HDC9,Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2,113.941203,86.02151546,58.92358199,107.112716,98.51579855,52.61843244
P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4,28.75477558,49.99159614,52.86726102,61.48571722,59.83369691,47.14070277
Q15019,Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1,180.8465632,131.5633848,185.0854633,161.5837901,125.0238186,156.7604407
Q15645,Pachytene checkpoint protein 2 homolog OS=Homo sapiens GN=TRIP13 PE=1 SV=2,6.800299823,30.2287227,24.35688951,31.63059148,24.16400151,28.97787983
Q16352,Alpha-internexin OS=Homo sapiens GN=I PE=1 SV=2,8.005836953,17.70121854,42.04070981,4.695239034,5.621076894,23.99650249
P62318,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1,80.35944174,85.41730043,115.27968,110.9868224,96.2734837,89.72242206
P62316,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1,2.356071433,43.17109302,45.71821688,34.08828076,25.89240888,28.95618384
P62314,Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1,80.13521745,31.26994434,75.01798218,84.04248592,77.51701547,60.69171475
O95486,Protein transport protein Sec24A OS=Homo sapiens GN=SEC24A PE=1 SV=2,25.51912703,28.69111519,31.22047244,41.1611952,41.37122003,25.58771146
O60313,Dymin-like 120 kDa protein_ mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=3,24.39550901,17.43265975,32.59571457,17.87148071,36.30557892,9.895293698
Q53HC9,Protein TSSC1 OS=Homo sapiens GN=TSSC1 PE=1 SV=2,8.852022283,6.956444466,9.960444281,4.084700428,5.382770263,8.588675134
Q7Z794,Keratin_ type II cytoskeletal 1b OS=Homo sapiens GN=KRT77 PE=1 SV=3,62.2326946,25.16587967,16.73461065,26.10364488,9.351268513,19.82567388
Q14847,LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2,131.0314784,128.873966,151.9130681,126.7966591,113.6364227,161.789617
P30101,Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4,260.5512763,184.5074376,196.5282829,191.4605024,179.2611161,176.6605816
O14737,Programmed cell death protein 5 OS=Homo sapiens GN=PDCD5 PE=1 SV=3,26.88140272,33.14985587,16.50500165,37.71392304,10.92280066,22.95690284
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens GN=PIN1 PE=1 SV=1,43.06565287,40.68465665,21.17135663,39.01089645,43.63928157,27.20462792
